user,date,label,score
DTAA/CHM0645,2011-04-29,0,5000000002.697963
DTAA/FFP0721,2011-02-14,0,5000000002.697963
DTAA/GRS0372,2010-09-16,0,5000000002.697963
DTAA/ERP0254,2010-05-20,0,5000000002.697963
DTAA/VNM0127,2010-04-06,0,5000000002.697963
DTAA/MAG0290,2011-03-15,0,5000000002.697963
DTAA/KKW0945,2010-02-03,0,5000000002.697963
DTAA/FFP0721,2011-05-10,0,5000000002.697963
DTAA/IWM0482,2010-11-29,0,5000000002.697963
DTAA/JAD0531,2010-07-07,0,5000000002.697963
DTAA/JAD0531,2011-01-31,0,5000000002.697963
DTAA/ODW0839,2010-03-09,0,5000000002.697963
DTAA/CGM0343,2010-10-15,0,5000000002.697963
DTAA/IRC0991,2011-03-10,0,5000000002.697963
DTAA/CHM0645,2011-03-14,0,5000000002.697963
DTAA/IWM0482,2010-03-09,0,5000000002.697963
DTAA/JBS0483,2011-02-22,0,5000000002.697963
DTAA/DCC0600,2010-08-27,0,5000000002.697963
DTAA/JBL0450,2011-03-21,0,5000000002.697963
DTAA/CGM0343,2010-06-21,0,5000000002.697963
DTAA/DCC0600,2010-06-29,0,5000000002.697963
DTAA/DCC0600,2010-07-21,0,5000000002.697963
DTAA/DCC0600,2010-08-17,0,5000000002.697963
DTAA/JBS0483,2010-06-16,0,5000000002.697963
DTAA/KGS0398,2010-07-21,0,5000000002.697963
DTAA/FHM0931,2010-12-13,0,5000000002.697963
DTAA/ZKH0388,2011-03-25,0,5000000002.697963
DTAA/KGS0398,2011-04-05,0,5000000002.697963
DTAA/VNM0127,2010-04-20,0,5000000002.697963
DTAA/TAO0639,2010-04-13,0,5000000002.697963
DTAA/CVW0133,2010-10-18,0,5000000002.697963
DTAA/GRS0372,2010-11-11,0,5000000002.697963
DTAA/KBB0983,2010-08-05,0,5000000002.697963
DTAA/WCN0570,2010-03-30,0,5000000002.697963
DTAA/JCS0873,2010-02-02,0,5000000002.697963
DTAA/JCS0873,2010-04-06,0,5000000002.697963
DTAA/JCS0873,2010-09-17,0,5000000002.697963
DTAA/JBS0483,2010-09-17,0,5000000002.697963
DTAA/JBS0483,2010-12-15,0,5000000002.697963
DTAA/ZKH0388,2011-03-21,0,5000000002.697963
DTAA/CVW0133,2010-01-07,0,5000000002.697963
DTAA/ECM0214,2010-11-09,0,5000000002.697963
DTAA/ECM0214,2010-11-16,0,5000000002.697963
DTAA/VNM0127,2010-02-05,0,5000000002.697963
DTAA/WCN0570,2010-02-09,0,5000000002.697963
DTAA/CVW0133,2010-06-28,0,5000000002.697963
DTAA/KGS0398,2010-05-12,0,5000000002.697963
DTAA/JBS0483,2011-01-31,0,5000000002.697963
DTAA/RCW0436,2010-08-18,0,5000000002.697963
DTAA/DBF0903,2010-09-08,0,5000000002.697963
DTAA/DBF0903,2010-08-30,0,5000000002.697963
DTAA/JLL0301,2011-03-31,0,5000000002.697963
DTAA/CTH0856,2011-03-17,0,5000000002.697963
DTAA/RCW0436,2010-11-29,0,5000000002.697963
DTAA/LJR0772,2011-04-15,0,5000000002.697963
DTAA/JHM0408,2011-03-15,0,5000000002.697963
DTAA/VNM0127,2011-03-10,0,5000000002.697963
DTAA/JBS0483,2011-03-28,0,5000000002.697963
DTAA/JBS0483,2011-04-04,0,5000000002.697963
DTAA/ZKH0388,2010-05-04,0,5000000002.697963
DTAA/GRS0372,2011-03-30,0,5000000002.697963
DTAA/GRS0372,2010-12-21,0,5000000002.697963
DTAA/VNM0127,2011-04-18,0,5000000002.697963
DTAA/KBB0983,2011-03-10,0,5000000002.697963
DTAA/JCS0873,2011-01-12,0,5000000002.697963
DTAA/JCS0873,2011-03-29,0,5000000002.697963
DTAA/JCS0873,2011-01-31,0,5000000002.697963
DTAA/RCW0436,2010-08-30,0,5000000002.697963
DTAA/ODW0839,2010-09-17,0,5000000002.697963
DTAA/HCR0795,2010-03-26,0,5000000002.697963
DTAA/CHM0645,2010-09-20,0,5000000002.697963
DTAA/ZKH0388,2010-07-09,0,5000000002.697963
DTAA/HCG0731,2011-02-18,0,5000000002.697963
DTAA/LID0942,2011-03-14,0,5000000002.697963
DTAA/LID0942,2011-05-10,0,5000000002.697963
DTAA/LID0942,2011-05-03,0,5000000002.697963
DTAA/RQH0770,2010-11-08,0,5000000002.697963
DTAA/RQH0770,2010-12-14,0,5000000002.697963
DTAA/RQH0770,2010-05-12,0,5000000002.697963
DTAA/RQH0770,2010-06-09,0,5000000002.697963
DTAA/MJM0228,2011-01-12,0,5000000002.697963
DTAA/WCN0570,2010-12-10,0,5000000002.697963
DTAA/ERP0254,2010-02-10,0,5000000002.697963
DTAA/WCN0570,2011-01-12,0,5000000002.697963
DTAA/CDZ0056,2010-12-15,0,5000000002.697963
DTAA/CDZ0056,2010-10-20,0,5000000002.697963
DTAA/GNH0394,2010-08-31,0,5000000002.697963
DTAA/YQW0689,2010-03-30,0,5000000002.697963
DTAA/EWR0504,2011-03-29,0,5000000002.697963
DTAA/JCS0873,2010-07-27,0,5000000002.697963
DTAA/MJM0228,2010-12-13,0,5000000002.697963
DTAA/HDR0823,2010-03-09,0,5000000002.697963
DTAA/CDZ0056,2011-01-27,0,5000000002.697963
DTAA/CDZ0056,2011-03-24,0,5000000002.697963
DTAA/DBF0903,2010-10-22,0,5000000002.697963
DTAA/VNM0127,2010-08-04,0,5000000002.697963
DTAA/JCT0410,2010-02-02,0,5000000002.697963
DTAA/JCT0410,2010-07-19,0,5000000002.697963
DTAA/JCT0410,2010-12-14,0,5000000002.697963
DTAA/FKR0550,2011-03-24,0,5000000002.697963
DTAA/JSW0180,2010-02-12,0,5000000002.697963
DTAA/JSW0180,2010-08-31,0,5000000002.697963
DTAA/FKR0550,2010-01-18,0,5000000002.697963
DTAA/JSW0180,2010-11-16,0,5000000002.697963
DTAA/JSW0180,2011-02-23,0,5000000002.697963
DTAA/GRS0372,2011-05-02,0,5000000002.697963
DTAA/CLN0999,2010-11-24,0,5000000002.697963
DTAA/DBF0903,2010-11-24,0,5000000002.697963
DTAA/VNM0127,2010-08-20,0,5000000002.697963
DTAA/PUH0847,2010-02-23,0,5000000002.697963
DTAA/GRS0372,2011-04-29,0,5000000002.697963
DTAA/JSW0180,2011-01-31,0,5000000002.697963
DTAA/CTH0856,2011-04-18,0,5000000002.697963
DTAA/LRH0747,2011-02-14,0,5000000002.697963
DTAA/JGC0775,2010-09-23,0,5000000002.697963
DTAA/JGC0775,2011-02-03,0,5000000002.697963
DTAA/FKR0550,2011-01-31,0,5000000002.697963
DTAA/EGM0401,2010-08-13,0,5000000002.697963
DTAA/CHM0645,2010-04-20,0,5000000002.697963
DTAA/PUH0847,2010-03-11,0,5000000002.697963
DTAA/HIB0604,2010-11-11,0,5000000002.697963
DTAA/WCN0570,2011-03-10,0,5000000002.697963
DTAA/WCN0570,2011-04-18,0,5000000002.697963
DTAA/HIB0604,2011-01-13,0,5000000002.697963
DTAA/MJM0228,2011-05-02,0,5000000002.697963
DTAA/ODW0839,2010-09-13,0,5000000002.697963
DTAA/JGB0062,2010-09-08,0,5000000002.697963
DTAA/FKR0550,2011-01-17,0,5000000002.697963
DTAA/CLS0819,2011-05-10,0,5000000002.697963
DTAA/HDR0823,2010-07-06,0,5000000002.697963
DTAA/HDR0823,2010-08-20,0,5000000002.697963
DTAA/HDR0823,2010-08-30,0,5000000002.697963
DTAA/JLL0301,2010-09-13,0,5000000002.697963
DTAA/GVH0277,2010-09-13,0,5000000002.697963
DTAA/JLC0744,2011-04-08,0,5000000002.697963
DTAA/JLC0744,2011-04-04,0,5000000002.697963
DTAA/JLL0301,2010-03-09,0,5000000002.697963
DTAA/FKR0550,2010-07-27,0,5000000002.697963
DTAA/JLL0301,2010-05-04,0,5000000002.697963
DTAA/GNH0394,2010-06-09,0,5000000002.697963
DTAA/ZKH0388,2010-07-22,0,5000000002.697963
DTAA/EWR0504,2011-04-05,0,5000000002.697963
DTAA/ECM0214,2010-08-18,0,5000000002.697963
DTAA/LRH0747,2011-04-04,0,5000000002.697963
DTAA/CAW0976,2010-05-04,0,5000000002.697963
DTAA/DBF0903,2010-04-06,0,5000000002.697963
DTAA/HIB0604,2010-02-10,0,5000000002.697963
DTAA/VNM0127,2011-01-25,0,5000000002.697963
DTAA/GRG0693,2010-03-12,0,5000000002.697963
DTAA/LJR0772,2010-09-13,0,5000000002.697963
DTAA/EWR0504,2010-04-13,0,5000000002.697963
DTAA/VNM0127,2011-01-12,0,5000000002.697963
DTAA/GRG0693,2010-04-20,0,5000000002.697963
DTAA/CHM0645,2011-03-23,0,5000000002.697963
DTAA/HDR0823,2011-03-21,0,5000000002.697963
DTAA/YQW0689,2011-01-17,0,5000000002.697963
DTAA/ZKH0388,2010-06-29,0,5000000002.697963
DTAA/ZKH0388,2010-06-28,0,5000000002.697963
DTAA/ODW0839,2010-08-11,0,5000000002.697963
DTAA/ELA0741,2010-04-06,0,5000000002.697963
DTAA/YQW0689,2011-04-05,0,5000000002.697962
DTAA/CCG0876,2011-03-07,0,5000000002.697962
DTAA/BAF0379,2011-02-02,0,5000000002.697962
DTAA/CLS0819,2010-01-18,0,5000000002.697962
DTAA/CLS0819,2011-02-22,0,5000000002.697962
DTAA/CCG0876,2010-11-15,0,5000000002.697962
DTAA/CAW0976,2010-03-11,0,5000000002.697962
DTAA/TAO0639,2010-12-14,0,5000000002.697962
DTAA/TAO0639,2010-11-15,0,5000000002.697962
DTAA/ARR0977,2010-02-12,0,5000000002.665843
DTAA/AJB0370,2011-03-15,0,5000000002.647375
DTAA/AIB0797,2010-11-17,0,5000000002.601606
DTAA/AJA0220,2010-11-08,0,5000000002.593041
DTAA/AIB0797,2010-11-12,0,5000000002.569488
DTAA/AJA0220,2010-11-24,0,5000000002.563064
DTAA/IRC0991,2010-06-22,0,5000000002.52934
DTAA/BAF0379,2010-09-20,0,5000000002.473132
DTAA/IRC0991,2010-12-30,0,5000000002.360717
DTAA/IRC0991,2010-09-15,0,5000000002.360717
DTAA/IRC0991,2010-05-28,0,5000000002.360717
DTAA/IRC0991,2010-03-04,0,5000000002.360717
DTAA/CAW0976,2011-02-28,0,5000000002.360717
DTAA/CCG0876,2010-11-17,0,5000000002.360717
DTAA/CCG0876,2010-11-11,0,5000000002.360717
DTAA/AJB0370,2010-04-20,0,5000000002.293268
DTAA/AJA0220,2010-09-13,0,5000000002.278279
DTAA/BAF0379,2010-11-29,0,5000000002.2483015
DTAA/AJB0370,2011-03-24,0,5000000002.242681
DTAA/AJB0370,2010-05-27,0,5000000002.192094
DTAA/AZC0030,2010-08-31,0,5000000002.184064
DTAA/ARR0977,2011-02-28,0,5000000002.184064
DTAA/AJB0370,2011-04-06,0,5000000002.15837
DTAA/BAF0379,2010-11-12,0,5000000002.135887
DTAA/BYB0347,2011-03-17,0,5000000002.135886
DTAA/AZC0030,2010-11-11,0,5000000002.119827
DTAA/IRC0991,2010-08-27,0,5000000002.023472
DTAA/IRC0991,2010-06-08,0,5000000002.023472
DTAA/IRC0991,2010-03-30,0,5000000002.023472
DTAA/TAO0639,2010-08-17,0,5000000002.023472
DTAA/CAW0976,2011-01-17,0,5000000002.023472
DTAA/BYB0347,2010-12-14,0,5000000002.023472
DTAA/WCN0570,2011-02-11,0,5000000002.023472
DTAA/EGM0401,2010-09-08,0,5000000002.023472
DTAA/ZKH0388,2010-03-11,0,5000000002.023472
DTAA/IRC0991,2011-02-21,0,5000000002.023472
DTAA/TAO0639,2010-07-02,0,5000000002.023472
DTAA/IRC0991,2010-01-13,0,5000000002.023472
DTAA/IKH0904,2010-08-27,0,5000000002.023472
DTAA/TAO0639,2010-11-08,0,5000000002.023472
DTAA/TAO0639,2011-04-15,0,5000000002.023472
DTAA/GHC0041,2011-03-17,0,5000000002.023472
DTAA/JLL0301,2010-07-09,0,5000000002.023472
DTAA/EMZ0196,2010-02-12,0,5000000002.023472
DTAA/COS0121,2010-10-15,0,5000000002.023472
DTAA/COS0121,2011-01-04,0,5000000002.023472
DTAA/KSW0597,2010-09-13,0,5000000002.023472
DTAA/RXE0207,2010-12-28,0,5000000002.023472
DTAA/CHM0645,2010-05-13,0,5000000002.023472
DTAA/EMR0242,2010-06-29,0,5000000002.023472
DTAA/CHM0645,2010-08-11,0,5000000002.023472
DTAA/HCG0731,2010-12-01,0,5000000002.023472
DTAA/CCG0876,2010-09-17,0,5000000002.023472
DTAA/CHM0645,2010-11-15,0,5000000002.023472
DTAA/HDR0823,2011-04-07,0,5000000002.023472
DTAA/GNH0394,2010-05-04,0,5000000002.023472
DTAA/CCG0876,2011-03-28,0,5000000002.023471
DTAA/ERP0254,2010-08-12,0,5000000002.023471
DTAA/CCG0876,2010-07-28,0,5000000002.023471
DTAA/CCG0876,2010-05-13,0,5000000002.023471
DTAA/CAW0976,2011-03-07,0,5000000002.023471
DTAA/CCG0876,2010-03-30,0,5000000002.023471
DTAA/AJA0220,2011-04-29,0,5000000002.008483
DTAA/AJA0220,2011-01-17,0,5000000001.948528
DTAA/AJA0220,2010-02-23,0,5000000001.9185505
DTAA/AIB0797,2010-11-24,0,5000000001.9110565
DTAA/BAF0379,2010-12-15,0,5000000001.911056
DTAA/AIB0797,2010-09-08,0,5000000001.862878
DTAA/AJB0370,2010-04-16,0,5000000001.854849
DTAA/AZC0030,2010-11-05,0,5000000001.798641
DTAA/BTW0973,2010-12-15,0,5000000001.79864
DTAA/AJB0370,2010-11-19,0,5000000001.7874
DTAA/ARR0977,2011-03-21,0,5000000001.734404
DTAA/AZC0030,2010-12-14,0,5000000001.702285
DTAA/CLN0999,2010-08-31,0,5000000001.686227
DTAA/ASO0023,2010-01-15,0,5000000001.686227
DTAA/CAW0976,2011-03-17,0,5000000001.686226
DTAA/CAW0976,2010-06-29,0,5000000001.686226
DTAA/IRC0991,2010-07-15,0,5000000001.686226
DTAA/IRC0991,2011-02-11,0,5000000001.686226
DTAA/CCG0876,2010-05-27,0,5000000001.686226
DTAA/CHS0324,2010-03-31,0,5000000001.686226
DTAA/BYB0347,2010-08-03,0,5000000001.686226
DTAA/CHS0324,2010-12-13,0,5000000001.686226
DTAA/ARR0977,2011-03-07,0,5000000001.638048
DTAA/ARR0977,2010-05-13,0,5000000001.638048
DTAA/BAF0379,2010-03-10,0,5000000001.573811
DTAA/ARR0977,2010-06-21,0,5000000001.509574
DTAA/AJB0370,2011-03-23,0,5000000001.483879
DTAA/BAF0379,2010-02-23,0,5000000001.461395
DTAA/AIB0797,2011-01-27,0,5000000001.445336
DTAA/AJB0370,2010-07-28,0,5000000001.433292
DTAA/TUA0298,2010-12-21,0,5000000001.348982
DTAA/NDS0490,2010-03-03,0,5000000001.348982
DTAA/HTS0265,2011-02-02,0,5000000001.348982
DTAA/PCM0846,2010-09-23,0,5000000001.348982
DTAA/FKR0550,2010-06-14,0,5000000001.348982
DTAA/WOT0549,2011-03-16,0,5000000001.348982
DTAA/WOT0549,2010-07-01,0,5000000001.348982
DTAA/JGC0775,2010-04-26,0,5000000001.348982
DTAA/ASO0023,2010-08-30,0,5000000001.348982
DTAA/LJR0772,2010-09-02,0,5000000001.348981
DTAA/VNM0127,2010-12-14,0,5000000001.348981
DTAA/LRH0747,2010-02-10,0,5000000001.348981
DTAA/CWG0305,2010-12-13,0,5000000001.348981
DTAA/FKR0550,2010-05-27,0,5000000001.348981
DTAA/FKR0550,2010-06-29,0,5000000001.348981
DTAA/JLL0301,2010-10-07,0,5000000001.348981
DTAA/WOT0549,2010-04-20,0,5000000001.348981
DTAA/WOT0549,2010-04-19,0,5000000001.348981
DTAA/JLL0301,2010-10-15,0,5000000001.348981
DTAA/JLL0301,2011-03-17,0,5000000001.348981
DTAA/JLL0301,2011-01-17,0,5000000001.348981
DTAA/FKR0550,2010-05-11,0,5000000001.348981
DTAA/CTH0856,2010-08-19,0,5000000001.348981
DTAA/EOS0972,2010-04-20,0,5000000001.348981
DTAA/JLC0744,2010-09-20,0,5000000001.348981
DTAA/JLC0744,2010-12-09,0,5000000001.348981
DTAA/JLC0744,2011-01-18,0,5000000001.348981
DTAA/JLC0744,2011-03-18,0,5000000001.348981
DTAA/GVH0277,2011-03-31,0,5000000001.348981
DTAA/JHD0512,2010-12-14,0,5000000001.348981
DTAA/XQW0354,2010-10-22,0,5000000001.348981
DTAA/DBF0903,2010-07-22,0,5000000001.348981
DTAA/FKR0550,2010-08-20,0,5000000001.348981
DTAA/DBF0903,2010-08-17,0,5000000001.348981
DTAA/JHM0408,2010-06-29,0,5000000001.348981
DTAA/JHM0408,2010-08-12,0,5000000001.348981
DTAA/JHM0408,2010-07-27,0,5000000001.348981
DTAA/JHM0408,2010-11-19,0,5000000001.348981
DTAA/JLC0744,2010-02-08,0,5000000001.348981
DTAA/JLC0744,2010-02-04,0,5000000001.348981
DTAA/JLC0744,2010-05-11,0,5000000001.348981
DTAA/FKR0550,2010-08-12,0,5000000001.348981
DTAA/RCW0436,2010-08-27,0,5000000001.348981
DTAA/JHD0512,2010-01-07,0,5000000001.348981
DTAA/GNH0394,2010-04-26,0,5000000001.348981
DTAA/GVH0277,2011-02-23,0,5000000001.348981
DTAA/GNH0394,2010-06-29,0,5000000001.348981
DTAA/ELA0741,2011-03-10,0,5000000001.348981
DTAA/DBF0903,2010-04-19,0,5000000001.348981
DTAA/DBF0903,2010-04-16,0,5000000001.348981
DTAA/JLL0301,2011-03-08,0,5000000001.348981
DTAA/JLL0301,2011-04-07,0,5000000001.348981
DTAA/XQW0354,2011-04-06,0,5000000001.348981
DTAA/CTH0856,2011-01-17,0,5000000001.348981
DTAA/CTH0856,2011-02-08,0,5000000001.348981
DTAA/CTH0856,2011-03-01,0,5000000001.348981
DTAA/GVH0277,2011-04-04,0,5000000001.348981
DTAA/RCW0436,2010-04-13,0,5000000001.348981
DTAA/RCW0436,2010-04-01,0,5000000001.348981
DTAA/DBF0903,2010-11-11,0,5000000001.348981
DTAA/DBF0903,2010-12-15,0,5000000001.348981
DTAA/CTH0856,2011-05-02,0,5000000001.348981
DTAA/ELA0741,2011-03-24,0,5000000001.348981
DTAA/GVH0277,2010-03-02,0,5000000001.348981
DTAA/DBF0903,2010-04-08,0,5000000001.348981
DTAA/GNH0394,2010-07-22,0,5000000001.348981
DTAA/GVH0277,2011-03-21,0,5000000001.348981
DTAA/RCW0436,2010-06-09,0,5000000001.348981
DTAA/FKR0550,2010-11-15,0,5000000001.348981
DTAA/JGC0775,2010-11-12,0,5000000001.348981
DTAA/GNH0394,2010-02-04,0,5000000001.348981
DTAA/GNH0394,2010-03-12,0,5000000001.348981
DTAA/BYB0347,2011-02-08,0,5000000001.348981
DTAA/DBF0903,2010-02-19,0,5000000001.348981
DTAA/WCN0570,2011-03-15,0,5000000001.348981
DTAA/WCN0570,2011-02-28,0,5000000001.348981
DTAA/MJM0228,2011-03-29,0,5000000001.348981
DTAA/MJM0228,2011-03-23,0,5000000001.348981
DTAA/MJM0228,2011-04-08,0,5000000001.348981
DTAA/MJM0228,2011-04-07,0,5000000001.348981
DTAA/JGB0062,2011-01-31,0,5000000001.348981
DTAA/FKR0550,2011-01-11,0,5000000001.348981
DTAA/JGB0062,2011-04-07,0,5000000001.348981
DTAA/JGB0062,2011-03-29,0,5000000001.348981
DTAA/JGB0062,2011-01-11,0,5000000001.348981
DTAA/YQW0689,2010-03-02,0,5000000001.348981
DTAA/DBF0903,2010-12-07,0,5000000001.348981
DTAA/DBF0903,2010-12-03,0,5000000001.348981
DTAA/JSW0180,2010-06-14,0,5000000001.348981
DTAA/JSW0180,2010-08-05,0,5000000001.348981
DTAA/FKR0550,2010-01-15,0,5000000001.348981
DTAA/JSW0180,2011-03-02,0,5000000001.348981
DTAA/JSW0180,2011-03-25,0,5000000001.348981
DTAA/FKR0550,2010-02-04,0,5000000001.348981
DTAA/PUH0847,2010-04-26,0,5000000001.348981
DTAA/VCG0663,2010-12-29,0,5000000001.348981
DTAA/JGB0062,2010-12-09,0,5000000001.348981
DTAA/EGM0401,2010-11-04,0,5000000001.348981
DTAA/JGB0062,2010-06-14,0,5000000001.348981
DTAA/VCG0663,2011-03-01,0,5000000001.348981
DTAA/CCG0876,2010-04-23,0,5000000001.348981
DTAA/CDZ0056,2010-08-04,0,5000000001.348981
DTAA/MJM0228,2010-12-30,0,5000000001.348981
DTAA/ERP0254,2010-01-05,0,5000000001.348981
DTAA/ERP0254,2010-02-26,0,5000000001.348981
DTAA/MJM0228,2010-11-17,0,5000000001.348981
DTAA/YQW0689,2010-02-26,0,5000000001.348981
DTAA/AZC0030,2010-05-13,0,5000000001.348981
DTAA/JCT0410,2010-02-09,0,5000000001.348981
DTAA/JCT0410,2010-02-26,0,5000000001.348981
DTAA/JCT0410,2010-06-21,0,5000000001.348981
DTAA/WCN0570,2010-09-23,0,5000000001.348981
DTAA/WCN0570,2010-09-08,0,5000000001.348981
DTAA/WCN0570,2010-06-28,0,5000000001.348981
DTAA/FKR0550,2011-05-03,0,5000000001.348981
DTAA/EGM0401,2010-06-24,0,5000000001.348981
DTAA/EGM0401,2010-07-28,0,5000000001.348981
DTAA/DBF0903,2011-02-11,0,5000000001.348981
DTAA/ELA0741,2010-04-16,0,5000000001.348981
DTAA/PUH0847,2010-06-09,0,5000000001.348981
DTAA/GNH0394,2010-02-23,0,5000000001.348981
DTAA/JCS0873,2011-03-25,0,5000000001.348981
DTAA/JCS0873,2011-04-29,0,5000000001.348981
DTAA/DBF0903,2011-01-17,0,5000000001.348981
DTAA/PUH0847,2010-03-31,0,5000000001.348981
DTAA/VCG0663,2011-02-09,0,5000000001.348981
DTAA/EMZ0196,2011-05-10,0,5000000001.348981
DTAA/ZKH0388,2011-01-31,0,5000000001.348981
DTAA/ZKH0388,2011-01-27,0,5000000001.348981
DTAA/JCS0873,2010-08-02,0,5000000001.348981
DTAA/JCS0873,2010-10-07,0,5000000001.348981
DTAA/JCS0873,2010-10-18,0,5000000001.348981
DTAA/JCS0873,2010-12-28,0,5000000001.348981
DTAA/GNH0394,2010-08-27,0,5000000001.348981
DTAA/ELA0741,2011-01-26,0,5000000001.348981
DTAA/MJM0228,2010-12-17,0,5000000001.348981
DTAA/MJM0228,2010-08-27,0,5000000001.348981
DTAA/ZKH0388,2011-04-29,0,5000000001.348981
DTAA/CDZ0056,2011-02-03,0,5000000001.348981
DTAA/WCN0570,2010-07-27,0,5000000001.348981
DTAA/YQW0689,2010-04-01,0,5000000001.348981
DTAA/DCC0600,2010-03-10,0,5000000001.348981
DTAA/EMZ0196,2011-04-07,0,5000000001.348981
DTAA/ZKH0388,2010-04-01,0,5000000001.348981
DTAA/JCS0873,2010-02-25,0,5000000001.348981
DTAA/GRS0372,2011-04-06,0,5000000001.348981
DTAA/WCN0570,2010-07-15,0,5000000001.348981
DTAA/MJM0228,2010-02-12,0,5000000001.348981
DTAA/WCN0570,2010-05-12,0,5000000001.348981
DTAA/KBB0983,2011-02-14,0,5000000001.348981
DTAA/KBB0983,2010-02-12,0,5000000001.348981
DTAA/MIC0914,2010-09-15,0,5000000001.348981
DTAA/PUH0847,2010-05-13,0,5000000001.348981
DTAA/JCS0873,2010-03-05,0,5000000001.348981
DTAA/EGM0401,2010-07-21,0,5000000001.348981
DTAA/JBS0483,2011-01-12,0,5000000001.348981
DTAA/PUH0847,2010-11-17,0,5000000001.348981
DTAA/CVW0133,2010-02-22,0,5000000001.348981
DTAA/CVW0133,2010-04-23,0,5000000001.348981
DTAA/KGS0398,2010-06-14,0,5000000001.348981
DTAA/KGS0398,2010-03-26,0,5000000001.348981
DTAA/VNM0127,2010-02-12,0,5000000001.348981
DTAA/CVW0133,2010-08-13,0,5000000001.348981
DTAA/KGS0398,2010-04-19,0,5000000001.348981
DTAA/CTH0856,2010-02-23,0,5000000001.348981
DTAA/CGM0343,2010-07-07,0,5000000001.348981
DTAA/JBS0483,2011-03-09,0,5000000001.348981
DTAA/YQW0689,2010-03-26,0,5000000001.348981
DTAA/YQW0689,2010-03-10,0,5000000001.348981
DTAA/CGM0343,2010-08-04,0,5000000001.348981
DTAA/VCG0663,2010-08-02,0,5000000001.348981
DTAA/CVW0133,2010-07-21,0,5000000001.348981
DTAA/KGS0398,2010-09-02,0,5000000001.348981
DTAA/TAO0639,2010-03-11,0,5000000001.348981
DTAA/FHM0931,2010-12-30,0,5000000001.348981
DTAA/KGS0398,2011-03-16,0,5000000001.348981
DTAA/PUH0847,2010-10-22,0,5000000001.348981
DTAA/JBS0483,2010-08-12,0,5000000001.348981
DTAA/JBS0483,2010-09-14,0,5000000001.348981
DTAA/JBS0483,2010-11-19,0,5000000001.348981
DTAA/JBS0483,2010-11-12,0,5000000001.348981
DTAA/FUA0154,2010-08-27,0,5000000001.348981
DTAA/FUA0154,2010-05-13,0,5000000001.348981
DTAA/IWM0482,2010-10-27,0,5000000001.348981
DTAA/CGM0343,2010-12-14,0,5000000001.348981
DTAA/IWM0482,2011-01-27,0,5000000001.348981
DTAA/IWM0482,2011-03-01,0,5000000001.348981
DTAA/JAD0531,2010-02-23,0,5000000001.348981
DTAA/FUA0154,2011-03-29,0,5000000001.348981
DTAA/JAD0531,2011-03-21,0,5000000001.348981
DTAA/CGM0343,2010-12-27,0,5000000001.348981
DTAA/CGM0343,2010-11-01,0,5000000001.348981
DTAA/CGM0343,2010-08-27,0,5000000001.348981
DTAA/CCG0876,2010-07-02,0,5000000001.348981
DTAA/CGM0343,2010-08-23,0,5000000001.348981
DTAA/CGM0343,2010-06-18,0,5000000001.348981
DTAA/DCC0600,2010-07-15,0,5000000001.348981
DTAA/FUA0154,2010-10-19,0,5000000001.348981
DTAA/EGM0401,2010-05-11,0,5000000001.348981
DTAA/GRS0372,2010-08-27,0,5000000001.348981
DTAA/TAO0639,2010-09-23,0,5000000001.348981
DTAA/MAG0290,2011-01-27,0,5000000001.348981
DTAA/TAO0639,2010-07-28,0,5000000001.348981
DTAA/KKW0945,2010-05-27,0,5000000001.348981
DTAA/KKW0945,2010-10-22,0,5000000001.348981
DTAA/TAO0639,2010-02-26,0,5000000001.348981
DTAA/ERP0254,2010-05-07,0,5000000001.348981
DTAA/TAO0639,2010-02-23,0,5000000001.348981
DTAA/CYK0330,2011-04-29,0,5000000001.348981
DTAA/FHM0931,2010-06-24,0,5000000001.348981
DTAA/ERP0254,2010-06-16,0,5000000001.348981
DTAA/MAG0290,2011-04-29,0,5000000001.348981
DTAA/FFP0721,2011-03-29,0,5000000001.348981
DTAA/PUH0847,2010-12-21,0,5000000001.348981
DTAA/IRC0991,2011-03-07,0,5000000001.348981
DTAA/IRC0991,2011-02-28,0,5000000001.348981
DTAA/FFP0721,2011-03-16,0,5000000001.348981
DTAA/FFP0721,2011-03-09,0,5000000001.348981
DTAA/FFP0721,2011-04-15,0,5000000001.348981
DTAA/MAG0290,2010-12-21,0,5000000001.348981
DTAA/MAG0290,2010-11-12,0,5000000001.348981
DTAA/FFP0721,2011-02-28,0,5000000001.348981
DTAA/ECM0214,2010-04-08,0,5000000001.348981
DTAA/IRC0991,2011-02-18,0,5000000001.348981
DTAA/IRC0991,2011-03-23,0,5000000001.348981
DTAA/IRC0991,2011-03-16,0,5000000001.348981
DTAA/EMZ0196,2010-11-04,0,5000000001.348981
DTAA/MAG0290,2011-03-04,0,5000000001.348981
DTAA/FFP0721,2011-02-04,0,5000000001.348981
DTAA/KLS0717,2010-11-08,0,5000000001.348981
DTAA/KLS0717,2011-04-06,0,5000000001.348981
DTAA/IRC0991,2010-08-24,0,5000000001.348981
DTAA/IRC0991,2010-08-23,0,5000000001.348981
DTAA/IRC0991,2010-08-13,0,5000000001.348981
DTAA/IRC0991,2010-09-16,0,5000000001.348981
DTAA/IRC0991,2010-12-02,0,5000000001.348981
DTAA/ELA0741,2010-09-20,0,5000000001.348981
DTAA/GHC0041,2010-04-08,0,5000000001.348981
