id,date,user,pc,activity
1252,2025-01-10 18:27:00.704262,U0066,PC0066,Logoff
1253,2025-01-10 08:22:00,U0067,PC0067,Logon
1254,2025-01-10 16:44:26.603651,U0067,PC0067,Logoff
1255,2025-01-10 09:36:00,U0068,PC0068,Logon
1256,2025-01-10 16:23:25.292333,U0068,PC0068,Logoff
1257,2025-01-10 09:33:00,U0069,PC0069,Logon
1258,2025-01-10 17:58:08.468434,U0069,PC0069,Logoff
1259,2025-01-10 08:49:00,U0070,PC0070,Logon
1260,2025-01-10 16:45:39.231320,U0070,PC0070,Logoff
1261,2025-01-10 09:04:00,U0071,PC0071,Logon
1262,2025-01-10 17:08:33.619409,U0071,PC0071,Logoff
1263,2025-01-10 09:27:00,U0072,PC0072,Logon
1264,2025-01-10 16:31:45.575065,U0072,PC0072,Logoff
1265,2025-01-10 09:20:00,U0073,PC0073,Logon
1266,2025-01-10 15:55:10.627811,U0073,PC0073,Logoff
1267,2025-01-10 08:17:00,U0074,PC0074,Logon
1268,2025-01-10 15:22:45.932491,U0074,PC0074,Logoff
1269,2025-01-10 08:09:00,U0075,PC0075,Logon
1270,2025-01-10 17:23:09.935431,U0075,PC0075,Logoff
1271,2025-01-10 09:15:00,U0076,PC0076,Logon
1272,2025-01-10 17:51:32.897235,U0076,PC0076,Logoff
1273,2025-01-10 08:02:00,U0077,PC0077,Logon
1274,2025-01-10 15:43:00.929581,U0077,PC0077,Logoff
1275,2025-01-10 09:57:00,U0078,PC0078,Logon
1276,2025-01-10 18:05:30.180889,U0078,PC0078,Logoff
1277,2025-01-10 10:13:00,U0079,PC0079,Logon
1278,2025-01-10 18:36:35.944222,U0079,PC0079,Logoff
1279,2025-01-10 09:03:00,U0080,PC0080,Logon
1280,2025-01-10 16:44:27.180729,U0080,PC0080,Logoff
1281,2025-01-13 09:19:00,U0001,PC0001,Logon
1282,2025-01-13 17:09:51.108589,U0001,PC0001,Logoff
1283,2025-01-13 09:06:00,U0002,PC0002,Logon
1284,2025-01-13 18:03:24.128340,U0002,PC0002,Logoff
1285,2025-01-13 08:22:00,U0003,PC0003,Logon
1286,2025-01-13 15:02:07.561367,U0003,PC0003,Logoff
1287,2025-01-13 08:14:00,U0004,PC0004,Logon
1288,2025-01-13 16:44:28.768777,U0004,PC0004,Logoff
1289,2025-01-13 08:23:00,U0005,PC0005,Logon
1290,2025-01-13 14:13:49.593865,U0005,PC0005,Logoff
1291,2025-01-13 09:52:00,U0006,PC0006,Logon
1292,2025-01-13 20:21:34.798263,U0006,PC0006,Logoff
1293,2025-01-13 08:49:00,U0007,PC0007,Logon
1294,2025-01-13 17:39:18.566788,U0007,PC0007,Logoff
1295,2025-01-13 09:57:00,U0008,PC0008,Logon
1296,2025-01-13 17:51:03.997249,U0008,PC0008,Logoff
1297,2025-01-13 09:47:00,U0009,PC0009,Logon
1298,2025-01-13 17:29:35.011641,U0009,PC0009,Logoff
1299,2025-01-13 09:04:00,U0010,PC0010,Logon
1300,2025-01-13 17:23:18.112102,U0010,PC0010,Logoff
1301,2025-01-13 08:33:00,U0011,PC0011,Logon
1302,2025-01-13 17:32:31.352458,U0011,PC0011,Logoff
1303,2025-01-13 08:21:00,U0012,PC0012,Logon
1304,2025-01-13 15:35:39.317426,U0012,PC0012,Logoff
1305,2025-01-13 09:08:00,U0013,PC0013,Logon
1306,2025-01-13 16:14:05.515266,U0013,PC0013,Logoff
1307,2025-01-13 09:38:00,U0014,PC0014,Logon
1308,2025-01-13 17:37:27.171612,U0014,PC0014,Logoff
1309,2025-01-13 09:07:00,U0015,PC0015,Logon
1310,2025-01-13 17:35:28.913638,U0015,PC0015,Logoff
1311,2025-01-13 08:59:00,U0016,PC0016,Logon
1312,2025-01-13 17:48:03.958677,U0016,PC0016,Logoff
1313,2025-01-13 09:17:00,U0017,PC0017,Logon
1314,2025-01-13 17:50:28.117103,U0017,PC0017,Logoff
1315,2025-01-13 09:09:00,U0018,PC0018,Logon
1316,2025-01-13 15:50:17.389564,U0018,PC0018,Logoff
1317,2025-01-13 08:46:00,U0019,PC0019,Logon
1318,2025-01-13 16:27:41.191064,U0019,PC0019,Logoff
1319,2025-01-13 08:21:00,U0020,PC0020,Logon
1320,2025-01-13 16:09:46.903309,U0020,PC0020,Logoff
1321,2025-01-13 09:47:00,U0021,PC0021,Logon
1322,2025-01-13 18:18:46.893916,U0021,PC0021,Logoff
1323,2025-01-13 08:10:00,U0022,PC0022,Logon
1324,2025-01-13 16:39:11.405918,U0022,PC0022,Logoff
1325,2025-01-13 09:13:00,U0023,PC0023,Logon
1326,2025-01-13 15:14:28.320361,U0023,PC0023,Logoff
1327,2025-01-13 08:01:00,U0024,PC0024,Logon
1328,2025-01-13 15:52:21.284799,U0024,PC0024,Logoff
1329,2025-01-13 08:58:00,U0025,PC0025,Logon
1330,2025-01-13 17:33:59.743428,U0025,PC0025,Logoff
1331,2025-01-13 09:53:00,U0026,PC0026,Logon
1332,2025-01-13 19:06:07.542666,U0026,PC0026,Logoff
1333,2025-01-13 08:56:00,U0027,PC0027,Logon
1334,2025-01-13 18:25:26.614093,U0027,PC0027,Logoff
1335,2025-01-13 09:10:00,U0028,PC0028,Logon
1336,2025-01-13 16:49:46.490504,U0028,PC0028,Logoff
1337,2025-01-13 08:51:00,U0029,PC0029,Logon
1338,2025-01-13 16:32:51.109129,U0029,PC0029,Logoff
1339,2025-01-13 08:16:00,U0030,PC0030,Logon
1340,2025-01-13 16:26:13.498401,U0030,PC0030,Logoff
1341,2025-01-13 09:37:00,U0031,PC0031,Logon
1342,2025-01-13 17:37:10.965673,U0031,PC0031,Logoff
1343,2025-01-13 09:06:00,U0032,PC0032,Logon
1344,2025-01-13 18:17:26.326589,U0032,PC0032,Logoff
1345,2025-01-13 09:50:00,U0033,PC0033,Logon
1346,2025-01-13 16:20:54.367314,U0033,PC0033,Logoff
1347,2025-01-13 07:20:00,U0034,PC0034,Logon
1348,2025-01-13 16:16:03.551680,U0034,PC0034,Logoff
1349,2025-01-13 08:16:00,U0035,PC0035,Logon
1350,2025-01-13 16:02:30.844553,U0035,PC0035,Logoff
1351,2025-01-13 08:16:00,U0036,PC0036,Logon
1352,2025-01-13 14:27:52.870425,U0036,PC0036,Logoff
1353,2025-01-13 09:35:00,U0037,PC0037,Logon
1354,2025-01-13 18:20:32.958577,U0037,PC0037,Logoff
1355,2025-01-13 08:09:00,U0038,PC0038,Logon
1356,2025-01-13 13:33:32.247748,U0038,PC0038,Logoff
1357,2025-01-13 08:59:00,U0039,PC0039,Logon
1358,2025-01-13 17:22:30.494419,U0039,PC0039,Logoff
1359,2025-01-13 08:49:00,U0040,PC0040,Logon
1360,2025-01-13 17:00:00.095711,U0040,PC0040,Logoff
1361,2025-01-13 08:03:00,U0041,PC0041,Logon
1362,2025-01-13 16:37:45.449399,U0041,PC0041,Logoff
1363,2025-01-13 09:41:00,U0042,LAB019,Logon
1364,2025-01-13 16:42:36.951813,U0042,LAB019,Logoff
1365,2025-01-13 09:53:00,U0043,PC0043,Logon
1366,2025-01-13 17:43:29.293537,U0043,PC0043,Logoff
1367,2025-01-13 08:01:00,U0044,PC0044,Logon
1368,2025-01-13 15:05:00.235347,U0044,PC0044,Logoff
1369,2025-01-13 08:09:00,U0045,PC0045,Logon
1370,2025-01-13 15:15:54.710230,U0045,PC0045,Logoff
1371,2025-01-13 08:13:00,U0046,PC0046,Logon
1372,2025-01-13 17:55:42.150529,U0046,PC0046,Logoff
1373,2025-01-13 08:48:00,U0047,PC0047,Logon
1374,2025-01-13 15:11:11.178968,U0047,PC0047,Logoff
1375,2025-01-13 09:03:00,U0048,PC0048,Logon
1376,2025-01-13 16:50:26.434762,U0048,PC0048,Logoff
1377,2025-01-13 08:36:00,U0049,PC0049,Logon
1378,2025-01-13 17:38:23.656875,U0049,PC0049,Logoff
1379,2025-01-13 08:40:00,U0050,PC0050,Logon
1380,2025-01-13 18:29:33.634969,U0050,PC0050,Logoff
1381,2025-01-13 09:45:00,U0051,PC0051,Logon
1382,2025-01-13 17:15:43.518931,U0051,PC0051,Logoff
1383,2025-01-13 10:49:00,U0052,PC0052,Logon
1384,2025-01-13 18:12:39.426277,U0052,PC0052,Logoff
1385,2025-01-13 09:14:00,U0053,PC0053,Logon
1386,2025-01-13 17:31:57.453289,U0053,PC0053,Logoff
1387,2025-01-13 09:24:00,U0054,PC0054,Logon
1388,2025-01-13 18:57:41.440308,U0054,PC0054,Logoff
1389,2025-01-13 09:41:00,U0055,PC0055,Logon
1390,2025-01-13 16:55:47.695667,U0055,PC0055,Logoff
1391,2025-01-13 09:19:00,U0056,PC0056,Logon
1392,2025-01-13 16:38:20.224669,U0056,PC0056,Logoff
1393,2025-01-13 10:14:00,U0057,PC0057,Logon
1394,2025-01-13 18:22:11.527192,U0057,PC0057,Logoff
1395,2025-01-13 08:20:00,U0058,PC0058,Logon
1396,2025-01-13 16:31:04.849101,U0058,PC0058,Logoff
1397,2025-01-13 08:14:00,U0059,PC0059,Logon
1398,2025-01-13 15:15:42.189461,U0059,PC0059,Logoff
1399,2025-01-13 09:52:00,U0060,PC0060,Logon
1400,2025-01-13 17:12:35.180596,U0060,PC0060,Logoff
1401,2025-01-13 08:39:00,U0061,PC0061,Logon
1402,2025-01-13 17:11:11.949909,U0061,PC0061,Logoff
1403,2025-01-13 09:22:00,U0062,PC0062,Logon
1404,2025-01-13 18:05:08.231918,U0062,PC0062,Logoff
1405,2025-01-13 09:34:00,U0063,PC0063,Logon
1406,2025-01-13 16:48:35.537681,U0063,PC0063,Logoff
1407,2025-01-13 08:35:00,U0064,PC0064,Logon
1408,2025-01-13 18:05:04.801147,U0064,PC0064,Logoff
1409,2025-01-13 08:00:00,U0065,PC0065,Logon
1410,2025-01-13 15:44:57.001141,U0065,PC0065,Logoff
1411,2025-01-13 09:31:00,U0066,PC0066,Logon
1412,2025-01-13 18:04:22.428034,U0066,PC0066,Logoff
1413,2025-01-13 09:39:00,U0067,PC0067,Logon
1414,2025-01-13 19:48:54.008442,U0067,PC0067,Logoff
1415,2025-01-13 08:20:00,U0068,PC0068,Logon
1416,2025-01-13 17:15:40.224461,U0068,PC0068,Logoff
1417,2025-01-13 09:19:00,U0069,PC0069,Logon
1418,2025-01-13 17:35:06.932204,U0069,PC0069,Logoff
1419,2025-01-13 09:19:00,U0070,PC0070,Logon
1420,2025-01-13 17:49:28.208723,U0070,PC0070,Logoff
1421,2025-01-13 09:49:00,U0071,PC0071,Logon
1422,2025-01-13 18:53:21.026414,U0071,PC0071,Logoff
1423,2025-01-13 08:26:00,U0072,PC0072,Logon
1424,2025-01-13 15:35:38.845198,U0072,PC0072,Logoff
1425,2025-01-13 08:30:00,U0073,PC0073,Logon
1426,2025-01-13 14:32:01.116278,U0073,PC0073,Logoff
1427,2025-01-13 10:31:00,U0074,PC0074,Logon
1428,2025-01-13 17:24:48.449883,U0074,PC0074,Logoff
1429,2025-01-13 08:22:00,U0075,PC0075,Logon
1430,2025-01-13 16:05:23.472120,U0075,PC0075,Logoff
1431,2025-01-13 09:04:00,U0076,PC0076,Logon
1432,2025-01-13 17:52:56.653965,U0076,PC0076,Logoff
1433,2025-01-13 09:00:00,U0077,PC0077,Logon
1434,2025-01-13 16:25:00.921221,U0077,PC0077,Logoff
1435,2025-01-13 08:17:00,U0078,PC0078,Logon
1436,2025-01-13 16:33:57.287822,U0078,PC0078,Logoff
1437,2025-01-13 08:42:00,U0079,PC0079,Logon
1438,2025-01-13 18:18:26.444074,U0079,PC0079,Logoff
1439,2025-01-13 09:25:00,U0080,PC0080,Logon
1440,2025-01-13 18:09:05.560030,U0080,PC0080,Logoff
1441,2025-01-14 09:35:00,U0001,PC0001,Logon
1442,2025-01-14 18:45:24.505887,U0001,PC0001,Logoff
1443,2025-01-14 09:39:00,U0002,PC0002,Logon
1444,2025-01-14 16:21:11.404987,U0002,PC0002,Logoff
1445,2025-01-14 09:01:00,U0003,PC0003,Logon
1446,2025-01-14 16:21:55.115182,U0003,PC0003,Logoff
1447,2025-01-14 08:03:00,U0004,PC0004,Logon
1448,2025-01-14 16:38:10.910468,U0004,PC0004,Logoff
1449,2025-01-14 09:31:00,U0005,PC0005,Logon
1450,2025-01-14 17:32:16.577676,U0005,PC0005,Logoff
1451,2025-01-14 09:38:00,U0006,PC0006,Logon
1452,2025-01-14 19:20:07.973801,U0006,PC0006,Logoff
1453,2025-01-14 09:13:00,U0007,PC0007,Logon
1454,2025-01-14 19:49:06.059211,U0007,PC0007,Logoff
1455,2025-01-14 09:07:00,U0008,PC0008,Logon
1456,2025-01-14 15:21:21.254067,U0008,PC0008,Logoff
1457,2025-01-14 09:27:00,U0009,PC0009,Logon
1458,2025-01-14 17:49:52.170186,U0009,PC0009,Logoff
1459,2025-01-14 09:35:00,U0010,PC0010,Logon
1460,2025-01-14 18:15:23.452865,U0010,PC0010,Logoff
1461,2025-01-14 08:49:00,U0011,PC0011,Logon
1462,2025-01-14 15:35:32.526349,U0011,PC0011,Logoff
1463,2025-01-14 08:01:00,U0012,PC0012,Logon
1464,2025-01-14 15:09:58.126365,U0012,PC0012,Logoff
1465,2025-01-14 08:40:00,U0013,PC0013,Logon
1466,2025-01-14 17:15:18.882256,U0013,PC0013,Logoff
1467,2025-01-14 09:02:00,U0014,PC0014,Logon
1468,2025-01-14 17:25:40.817507,U0014,PC0014,Logoff
1469,2025-01-14 08:11:00,U0015,PC0015,Logon
1470,2025-01-14 16:37:40.569606,U0015,PC0015,Logoff
1471,2025-01-14 09:54:00,U0016,PC0016,Logon
1472,2025-01-14 17:17:24.781544,U0016,PC0016,Logoff
1473,2025-01-14 08:45:00,U0017,PC0017,Logon
1474,2025-01-14 16:45:52.877501,U0017,PC0017,Logoff
1475,2025-01-14 08:41:00,U0018,PC0018,Logon
1476,2025-01-14 17:19:53.809562,U0018,PC0018,Logoff
1477,2025-01-14 08:40:00,U0019,PC0019,Logon
1478,2025-01-14 17:05:10.316798,U0019,PC0019,Logoff
1479,2025-01-14 08:24:00,U0020,PC0020,Logon
1480,2025-01-14 15:57:45.150119,U0020,PC0020,Logoff
1481,2025-01-14 09:32:00,U0021,PC0021,Logon
1482,2025-01-14 17:09:37.800652,U0021,PC0021,Logoff
1483,2025-01-14 09:13:00,U0022,PC0022,Logon
1484,2025-01-14 16:49:01.309732,U0022,PC0022,Logoff
1485,2025-01-14 09:48:00,U0023,PC0023,Logon
1486,2025-01-14 18:43:57.326995,U0023,PC0023,Logoff
1487,2025-01-14 08:17:00,U0024,PC0024,Logon
1488,2025-01-14 14:31:21.088277,U0024,PC0024,Logoff
1489,2025-01-14 08:41:00,U0025,PC0025,Logon
1490,2025-01-14 17:56:45.302772,U0025,PC0025,Logoff
1491,2025-01-14 08:30:00,U0026,PC0026,Logon
1492,2025-01-14 19:03:29.517428,U0026,PC0026,Logoff
1493,2025-01-14 08:38:00,U0027,PC0027,Logon
1494,2025-01-14 16:49:04.384692,U0027,PC0027,Logoff
1495,2025-01-14 09:11:00,U0028,PC0028,Logon
1496,2025-01-14 19:11:21.934397,U0028,PC0028,Logoff
1497,2025-01-14 10:37:00,U0029,PC0029,Logon
1498,2025-01-14 19:49:30.118430,U0029,PC0029,Logoff
1499,2025-01-14 09:38:00,U0030,PC0030,Logon
1500,2025-01-14 18:13:33.097017,U0030,PC0030,Logoff
1501,2025-01-14 09:37:00,U0031,PC0031,Logon
1502,2025-01-14 17:03:55.731421,U0031,PC0031,Logoff
1503,2025-01-14 08:54:00,U0032,PC0032,Logon
1504,2025-01-14 16:53:47.851953,U0032,PC0032,Logoff
1505,2025-01-14 08:21:00,U0033,PC0033,Logon
1506,2025-01-14 15:53:48.379022,U0033,PC0033,Logoff
1507,2025-01-14 09:55:00,U0034,PC0034,Logon
1508,2025-01-14 18:52:19.098751,U0034,PC0034,Logoff
1509,2025-01-14 09:40:00,U0035,PC0035,Logon
1510,2025-01-14 19:08:39.108292,U0035,PC0035,Logoff
1511,2025-01-14 08:23:00,U0036,PC0036,Logon
1512,2025-01-14 16:11:22.825947,U0036,PC0036,Logoff
1513,2025-01-14 08:52:00,U0037,PC0037,Logon
1514,2025-01-14 15:00:00.468179,U0037,PC0037,Logoff
1515,2025-01-14 08:37:00,U0038,PC0038,Logon
1516,2025-01-14 16:29:41.708970,U0038,PC0038,Logoff
1517,2025-01-14 09:29:00,U0039,PC0039,Logon
1518,2025-01-14 18:06:50.922064,U0039,PC0039,Logoff
1519,2025-01-14 08:44:00,U0040,PC0040,Logon
1520,2025-01-14 18:35:14.733239,U0040,PC0040,Logoff
1521,2025-01-14 09:46:00,U0041,PC0041,Logon
1522,2025-01-14 18:20:55.551732,U0041,PC0041,Logoff
1523,2025-01-14 08:32:00,U0042,PC0042,Logon
1524,2025-01-14 15:34:26.018748,U0042,PC0042,Logoff
1525,2025-01-14 08:44:00,U0043,PC0043,Logon
1526,2025-01-14 17:49:19.495031,U0043,PC0043,Logoff
1527,2025-01-14 09:04:00,U0044,PC0044,Logon
1528,2025-01-14 18:36:35.676702,U0044,PC0044,Logoff
1529,2025-01-14 08:33:00,U0045,PC0045,Logon
1530,2025-01-14 15:25:49.377240,U0045,PC0045,Logoff
1531,2025-01-14 09:11:00,U0046,PC0046,Logon
1532,2025-01-14 15:24:53.618284,U0046,PC0046,Logoff
1533,2025-01-14 09:23:00,U0047,LAB017,Logon
1534,2025-01-14 17:14:08.630689,U0047,LAB017,Logoff
1535,2025-01-14 08:12:00,U0048,PC0048,Logon
1536,2025-01-14 14:36:19.068958,U0048,PC0048,Logoff
1537,2025-01-14 09:55:00,U0049,PC0049,Logon
1538,2025-01-14 17:23:02.276977,U0049,PC0049,Logoff
1539,2025-01-14 08:33:00,U0050,PC0050,Logon
1540,2025-01-14 13:40:39.856032,U0050,PC0050,Logoff
1541,2025-01-14 08:01:00,U0051,PC0051,Logon
1542,2025-01-14 17:47:20.105748,U0051,PC0051,Logoff
1543,2025-01-14 09:49:00,U0052,PC0052,Logon
1544,2025-01-14 17:21:34.453476,U0052,PC0052,Logoff
1545,2025-01-14 08:11:00,U0053,PC0053,Logon
1546,2025-01-14 16:39:07.587322,U0053,PC0053,Logoff
1547,2025-01-14 08:18:00,U0054,PC0054,Logon
1548,2025-01-14 16:36:06.450839,U0054,PC0054,Logoff
1549,2025-01-14 09:27:00,U0055,PC0055,Logon
1550,2025-01-14 18:40:36.959606,U0055,PC0055,Logoff
1551,2025-01-14 08:43:00,U0056,PC0056,Logon
1552,2025-01-14 16:30:46.774499,U0056,PC0056,Logoff
1553,2025-01-14 08:03:00,U0057,PC0057,Logon
1554,2025-01-14 15:13:23.230725,U0057,PC0057,Logoff
1555,2025-01-14 08:48:00,U0058,PC0058,Logon
1556,2025-01-14 17:10:02.515825,U0058,PC0058,Logoff
1557,2025-01-14 09:58:00,U0059,PC0059,Logon
1558,2025-01-14 17:09:48.555778,U0059,PC0059,Logoff
1559,2025-01-14 09:03:00,U0060,PC0060,Logon
1560,2025-01-14 16:46:43.955036,U0060,PC0060,Logoff
1561,2025-01-14 08:39:00,U0061,PC0061,Logon
1562,2025-01-14 15:54:10.037955,U0061,PC0061,Logoff
1563,2025-01-14 07:20:00,U0062,PC0062,Logon
1564,2025-01-14 16:13:02.563427,U0062,PC0062,Logoff
1565,2025-01-14 09:14:00,U0063,PC0063,Logon
1566,2025-01-14 16:57:07.220794,U0063,PC0063,Logoff
1567,2025-01-14 09:03:00,U0064,PC0064,Logon
1568,2025-01-14 17:33:57.381184,U0064,PC0064,Logoff
1569,2025-01-14 08:45:00,U0065,PC0065,Logon
1570,2025-01-14 16:13:15.410362,U0065,PC0065,Logoff
1571,2025-01-14 09:56:00,U0066,LAB018,Logon
1572,2025-01-14 16:40:44.558077,U0066,LAB018,Logoff
1573,2025-01-14 09:37:00,U0067,PC0067,Logon
1574,2025-01-14 16:15:36.305503,U0067,PC0067,Logoff
1575,2025-01-14 09:22:00,U0068,PC0068,Logon
1576,2025-01-14 17:19:51.690664,U0068,PC0068,Logoff
1577,2025-01-14 08:37:00,U0069,PC0069,Logon
1578,2025-01-14 17:46:53.061676,U0069,PC0069,Logoff
1579,2025-01-14 08:10:00,U0070,PC0070,Logon
1580,2025-01-14 15:21:23.091227,U0070,PC0070,Logoff
1581,2025-01-14 09:15:00,U0071,PC0071,Logon
1582,2025-01-14 18:23:55.094458,U0071,PC0071,Logoff
1583,2025-01-14 08:01:00,U0072,PC0072,Logon
1584,2025-01-14 16:04:42.047459,U0072,PC0072,Logoff
1585,2025-01-14 09:02:00,U0073,PC0073,Logon
1586,2025-01-14 17:43:35.180186,U0073,PC0073,Logoff
1587,2025-01-14 09:15:00,U0074,PC0074,Logon
1588,2025-01-14 16:52:58.699779,U0074,PC0074,Logoff
1589,2025-01-14 08:22:00,U0075,PC0075,Logon
1590,2025-01-14 16:27:10.117979,U0075,PC0075,Logoff
1591,2025-01-14 08:53:00,U0076,PC0076,Logon
1592,2025-01-14 13:57:43.138259,U0076,PC0076,Logoff
1593,2025-01-14 09:05:00,U0077,LAB006,Logon
1594,2025-01-14 17:59:14.165428,U0077,LAB006,Logoff
1595,2025-01-14 07:05:00,U0078,PC0078,Logon
1596,2025-01-14 14:04:24.969463,U0078,PC0078,Logoff
1597,2025-01-14 09:15:00,U0079,PC0079,Logon
1598,2025-01-14 19:18:26.983691,U0079,PC0079,Logoff
1599,2025-01-14 09:54:00,U0080,PC0080,Logon
1600,2025-01-14 17:10:19.189412,U0080,PC0080,Logoff
1601,2025-01-15 08:10:00,U0001,PC0001,Logon
1602,2025-01-15 17:32:29.555109,U0001,PC0001,Logoff
1603,2025-01-15 08:08:00,U0002,PC0002,Logon
1604,2025-01-15 15:20:02.908776,U0002,PC0002,Logoff
1605,2025-01-15 08:21:00,U0003,PC0003,Logon
1606,2025-01-15 15:23:48.017010,U0003,PC0003,Logoff
1607,2025-01-15 09:39:00,U0004,PC0004,Logon
1608,2025-01-15 19:16:28.842450,U0004,PC0004,Logoff
1609,2025-01-15 09:41:00,U0005,PC0005,Logon
1610,2025-01-15 17:25:51.527392,U0005,PC0005,Logoff
1611,2025-01-15 08:31:00,U0006,PC0006,Logon
1612,2025-01-15 14:57:12.513089,U0006,PC0006,Logoff
1613,2025-01-15 09:32:00,U0007,PC0007,Logon
1614,2025-01-15 17:27:19.786091,U0007,PC0007,Logoff
1615,2025-01-15 08:05:00,U0008,PC0008,Logon
1616,2025-01-15 19:16:35.187244,U0008,PC0008,Logoff
1617,2025-01-15 09:34:00,U0009,PC0009,Logon
1618,2025-01-15 16:48:53.552220,U0009,PC0009,Logoff
1619,2025-01-15 08:02:00,U0010,PC0010,Logon
1620,2025-01-15 17:10:54.404553,U0010,PC0010,Logoff
1621,2025-01-15 09:37:00,U0011,LAB001,Logon
1622,2025-01-15 16:10:42.199278,U0011,LAB001,Logoff
1623,2025-01-15 09:37:00,U0012,PC0012,Logon
1624,2025-01-15 16:56:54.681292,U0012,PC0012,Logoff
1625,2025-01-15 09:03:00,U0013,PC0013,Logon
1626,2025-01-15 18:07:48.173037,U0013,PC0013,Logoff
1627,2025-01-15 08:51:00,U0014,PC0014,Logon
1628,2025-01-15 18:07:51.658902,U0014,PC0014,Logoff
1629,2025-01-15 09:22:00,U0015,PC0015,Logon
1630,2025-01-15 18:13:09.985230,U0015,PC0015,Logoff
1631,2025-01-15 09:54:00,U0016,PC0016,Logon
1632,2025-01-15 17:03:13.116042,U0016,PC0016,Logoff
1633,2025-01-15 08:05:00,U0017,PC0017,Logon
1634,2025-01-15 17:06:47.858943,U0017,PC0017,Logoff
1635,2025-01-15 08:51:00,U0018,PC0018,Logon
1636,2025-01-15 16:26:46.865532,U0018,PC0018,Logoff
1637,2025-01-15 08:24:00,U0019,PC0019,Logon
1638,2025-01-15 16:49:24.956636,U0019,PC0019,Logoff
1639,2025-01-15 10:24:00,U0020,PC0020,Logon
1640,2025-01-15 17:19:56.881509,U0020,PC0020,Logoff
1641,2025-01-15 09:53:00,U0021,PC0021,Logon
1642,2025-01-15 19:17:43.993999,U0021,PC0021,Logoff
1643,2025-01-15 08:32:00,U0022,PC0022,Logon
1644,2025-01-15 16:59:08.538466,U0022,PC0022,Logoff
1645,2025-01-15 08:10:00,U0023,PC0023,Logon
1646,2025-01-15 16:35:41.905550,U0023,PC0023,Logoff
1647,2025-01-15 08:25:00,U0024,PC0024,Logon
1648,2025-01-15 17:24:08.627984,U0024,PC0024,Logoff
1649,2025-01-15 09:23:00,U0025,PC0025,Logon
1650,2025-01-15 19:58:22.429111,U0025,PC0025,Logoff
1651,2025-01-15 09:31:00,U0026,PC0026,Logon
1652,2025-01-15 17:50:32.866740,U0026,PC0026,Logoff
1653,2025-01-15 09:10:00,U0027,PC0027,Logon
1654,2025-01-15 16:48:48.601346,U0027,PC0027,Logoff
1655,2025-01-15 09:40:00,U0028,PC0028,Logon
1656,2025-01-15 17:22:16.554923,U0028,PC0028,Logoff
1657,2025-01-15 09:50:00,U0029,PC0029,Logon
1658,2025-01-15 19:09:03.351128,U0029,PC0029,Logoff
1659,2025-01-15 08:38:00,U0030,PC0030,Logon
1660,2025-01-15 17:46:23.562820,U0030,PC0030,Logoff
1661,2025-01-15 09:23:00,U0031,PC0031,Logon
1662,2025-01-15 17:15:54.953303,U0031,PC0031,Logoff
1663,2025-01-15 07:36:00,U0032,PC0032,Logon
1664,2025-01-15 14:59:31.840846,U0032,PC0032,Logoff
1665,2025-01-15 09:11:00,U0033,PC0033,Logon
1666,2025-01-15 17:09:37.674976,U0033,PC0033,Logoff
1667,2025-01-15 08:48:00,U0034,PC0034,Logon
1668,2025-01-15 16:17:42.810284,U0034,PC0034,Logoff
1669,2025-01-15 09:04:00,U0035,PC0035,Logon
1670,2025-01-15 17:36:48.240846,U0035,PC0035,Logoff
1671,2025-01-15 08:22:00,U0036,PC0036,Logon
1672,2025-01-15 15:59:59.432117,U0036,PC0036,Logoff
1673,2025-01-15 08:10:00,U0037,LAB005,Logon
1674,2025-01-15 15:14:39.323336,U0037,LAB005,Logoff
1675,2025-01-15 09:23:00,U0038,PC0038,Logon
1676,2025-01-15 17:03:39.646311,U0038,PC0038,Logoff
1677,2025-01-15 09:58:00,U0039,PC0039,Logon
1678,2025-01-15 19:29:16.737787,U0039,PC0039,Logoff
1679,2025-01-15 09:52:00,U0040,PC0040,Logon
1680,2025-01-15 17:26:06.166874,U0040,PC0040,Logoff
1681,2025-01-15 09:06:00,U0041,PC0041,Logon
1682,2025-01-15 17:04:32.895817,U0041,PC0041,Logoff
1683,2025-01-15 08:04:00,U0042,PC0042,Logon
1684,2025-01-15 16:23:27.693414,U0042,PC0042,Logoff
1685,2025-01-15 08:07:00,U0043,PC0043,Logon
1686,2025-01-15 17:18:15.645798,U0043,PC0043,Logoff
1687,2025-01-15 08:34:00,U0044,PC0044,Logon
1688,2025-01-15 16:46:04.174761,U0044,PC0044,Logoff
1689,2025-01-15 09:11:00,U0045,PC0045,Logon
1690,2025-01-15 16:55:27.942095,U0045,PC0045,Logoff
1691,2025-01-15 09:17:00,U0046,PC0046,Logon
1692,2025-01-15 16:48:30.346836,U0046,PC0046,Logoff
1693,2025-01-15 09:58:00,U0047,PC0047,Logon
1694,2025-01-15 16:37:14.473151,U0047,PC0047,Logoff
1695,2025-01-15 09:58:00,U0048,PC0048,Logon
1696,2025-01-15 19:54:20.144397,U0048,PC0048,Logoff
1697,2025-01-15 08:32:00,U0049,PC0049,Logon
1698,2025-01-15 15:51:20.118106,U0049,PC0049,Logoff
1699,2025-01-15 09:50:00,U0050,PC0050,Logon
1700,2025-01-15 18:00:46.494415,U0050,PC0050,Logoff
1701,2025-01-15 09:25:00,U0051,PC0051,Logon
1702,2025-01-15 17:54:21.073669,U0051,PC0051,Logoff
